measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Rate,2002,20131.32421915684,22579.85174145763,18141.308590817167
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2002,21468032.09268953,23506704.40852649,19785438.19841537
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2002,0.07286909627233544,0.07716453860636606,0.06869194903229148
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2002,2621.489033877499,2870.4339346751904,2416.0253275040127
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Number,2003,260689847.72625425,275368600.890126,246731510.72168493
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Percent,2003,0.10098146503870681,0.10447394595521318,0.09699835912131125
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Rate,2003,4053.2642791289063,4281.492828802802,3836.2369216382754
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Number,2002,263756301.28765154,278452915.1977301,249993905.83498064
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Percent,2002,0.1017228726276422,0.10535024705157435,0.09767050401292984
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Rate,2002,4153.916536442125,4385.374542384517,3937.1716026801105
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2003,1030413919.5815989,1071912033.4819189,993059265.0523021
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2003,0.39924704487904084,0.41694972303343686,0.3817476082664388
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2003,16021.106956735079,16666.328948272,15440.308401734232
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2002,469706244.19370955,484928110.2287965,455519360.67491966
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2002,0.7098495534411483,0.7282108218271168,0.691591246088637
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2002,54719.81687159714,56493.133135071024,53067.073954671585
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Number,2003,1291715020.4944668,1450194413.7345371,1161306844.6018353
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Percent,2003,0.49977149008225236,0.5191817019761936,0.4799561709793549
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Rate,2003,20083.875137640043,22547.948323460954,18056.25954132033
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2003,21010830.977604095,22999574.2699054,19347874.94434941
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2003,0.07107832817228757,0.07534945394785587,0.06687814248281002
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2003,2561.17969644983,2803.6036608861814,2358.4685693649203
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Number,2003,41501180.74086679,44399514.320696145,37973736.5526285
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Percent,2003,0.06242047719528982,0.06658231152175931,0.05752072357017416
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Rate,2003,4713.06498189657,5042.2130749651005,4312.472194356686
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Number,2003,146915135.85429382,154747591.82358035,138841966.60867125
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Percent,2003,0.10753215816392218,0.11273789958055545,0.10200428860116065
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Rate,2003,3823.837940775685,4027.6974146866396,3613.713295114046
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Number,2003,33302644.91075689,35142634.68750668,31829656.082093272
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Percent,2003,0.13551411207246505,0.14357539645260364,0.1276871680401432
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Rate,2003,3882.828848911862,4097.35731672612,3711.0898313837783
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Number,2004,155366975.18260646,173896132.51115727,138747649.17646554
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Percent,2004,0.23367991085898315,0.25163798092959383,0.21601452331626195
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Rate,2004,17201.953218895404,19253.468331271528,15361.89120989252
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Number,2003,153007184.6172145,171499596.32096303,136802611.60573393
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Percent,2003,0.22996566696947224,0.24729083259557486,0.2130597461407098
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Rate,2003,17376.199686961387,19476.28302135982,15535.933838048088
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Number,2004,41383216.47338606,44258334.37243883,37927177.51717372
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Percent,2004,0.06228915936072372,0.06630730920203663,0.05764020226868182
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Rate,2004,4581.875607643956,4900.203511886064,4199.229164424149
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2004,467708739.2171525,483380728.68515384,452818941.8257369
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2004,0.704030929780293,0.7226327328500676,0.6854719958559168
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2004,51783.87390644591,53519.04851069323,50135.30220795645
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Number,2004,172676236.99977332,195660074.74253055,152363444.5753162
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Percent,2004,0.7023347977882002,0.7188170285056431,0.6846929229570217
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Rate,2004,19884.93509399519,22531.692573000506,17545.768072775838
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Number,2001,154135953.4690271,161926828.88971844,145656206.48655432
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Percent,2001,0.11022359729395438,0.11567591517040918,0.10455431485861229
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Rate,2001,4113.057754542322,4320.954224136531,3886.779016208732
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2001,21887177.621875387,23912559.32803854,20187296.934522763
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2001,0.07469588861166883,0.07908884804707414,0.07034002346114375
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2001,2676.679229232396,2924.372067377769,2468.7933424992225
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2000,22455931.505590424,24521031.740585767,20750185.96640685
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2000,0.07653374250187547,0.08107291632128853,0.0722209966431186
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2000,2749.9256518738703,3002.8152774273995,2541.0421587708306
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Number,2004,33173248.033400368,35008571.80388788,31650069.744409956
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Percent,2004,0.1352170322974875,0.14338103760275853,0.127219099976274
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Rate,2004,3820.1428028689083,4031.4937952620226,3644.737651937823
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2002,42153863.357498795,45217423.07335374,39728860.34205006
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2002,0.17215367354808486,0.18261658257440258,0.1618288564260533
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2002,4976.221858907709,5337.872052030388,4689.952652428289
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2004,39862204.590747006,42863372.92023988,37518224.6565221
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2004,0.1624481699143124,0.1726705642297305,0.1526531679197322
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2004,4590.425207097847,4936.031750737075,4320.4987269779995
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2003,470439864.07747144,485902713.9541625,456041855.3919161
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2003,0.707613855835238,0.7260321117175174,0.6894006116656239
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2003,53425.3148920265,55181.34724997801,51790.21079779257
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Number,2003,171601024.04418933,194277619.7863552,151545755.72213268
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Percent,2003,0.6968124155842159,0.7135299245156731,0.6792935204144313
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Rate,2003,20007.342012837533,22651.256343928788,17669.05402933875
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Number,2002,717318118.1627067,803668717.3131793,646299380.4400254
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Percent,2002,0.5181467137036124,0.5372699916837675,0.4994780254372578
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Rate,2002,18904.251865406353,21179.94159599672,17032.61908341063
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2004,1011611335.5097657,1052376769.321253,975167904.2277933
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2004,0.3919090499371069,0.40912024659417146,0.3747231293559862
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2004,15529.622593001199,16155.427958866689,14970.165898580295
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Number,2004,37227336.46688062,41103603.77942974,34061743.8655678
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Percent,2004,0.12712249970207493,0.13212726330498475,0.12274682994450237
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Rate,2004,4529.017946776614,5000.598400582567,4143.8970366012645
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2003,496275823.0641443,521433592.40429616,472919423.93375605
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2003,0.3632329884995289,0.37971706146108497,0.34773195017249403
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2003,12916.833315284943,13571.627883242621,12308.923962478333
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Number,2004,271295949.8534285,286010508.03152734,257328415.6654264
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Percent,2004,0.10507842309852262,0.10878192705412182,0.10089516724844554
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Rate,2004,4164.7652258764665,4390.653891915864,3950.3444034909503
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Number,2003,236869871.2121406,262610601.49359754,214840545.53017455
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Percent,2003,0.8006154706941672,0.8080277875033276,0.7929564647660505
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Rate,2003,28873.979591567768,32011.72487346221,26188.647358717353
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Number,2004,730681474.893209,820349218.1437663,656083120.558913
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Percent,2004,0.5324354488761338,0.5515916269891595,0.5135428515590097
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Rate,2004,18786.464896037207,21091.901627041876,16868.4754394026
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Number,2004,1300316226.054443,1461832904.1437252,1166700787.0777483
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Percent,2004,0.5030125269643705,0.5226285970448584,0.48328209920368465
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Rate,2004,19961.638954950395,22441.14167022775,17910.458558814727
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2005,462791281.3093604,478398911.9591779,448038083.2083471
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2005,0.700727265672394,0.7195307403263483,0.681961287090686
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2005,49946.30563029225,51630.74421434458,48354.08086042912
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Number,2003,37946065.284057796,41829266.34400231,34820785.97753018
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Percent,2003,0.12830620113354535,0.13325989219038598,0.12405673448005732
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Rate,2003,4625.552034057196,5098.906739664201,4244.586525641779
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2004,482283330.3427907,508285316.667008,457804626.85831517
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2004,0.3519271832256957,0.36799938467626847,0.3367336533874993
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2004,12399.929609208926,13068.463601231295,11770.560561938617
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2005,38781193.884087265,41758679.347960986,36448660.785427555
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2005,0.15729853385054637,0.1675438091728352,0.14797804037633147
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2005,4411.433512848223,4750.128066672687,4146.1034997493425
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Number,2005,738739859.6612363,828838857.3362367,662758558.1836993
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Percent,2005,0.5428278529703975,0.5616140407064859,0.5240218049144174
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Rate,2005,18763.76559390443,21052.252468559745,16833.863867607884
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2003,41213241.46592562,44327152.74613525,38842270.42777546
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2003,0.16767347234331906,0.17804650816190035,0.1575871951852747
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2003,4805.1427551743245,5168.200541850141,4528.706010539355
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Number,2005,262554316.9271455,277456819.66811156,248432847.21561417
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Percent,2005,0.10215432944596461,0.10583015526506742,0.09808336438965301
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Rate,2005,3979.5518359852053,4205.4299812683485,3765.5118560867695
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Number,2003,724076946.787128,812119086.1559433,651890535.3061256
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Percent,2003,0.5292348533365488,0.5477764869618733,0.510335073757191
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Non-communicable diseases,Rate,2003,18845.93364098036,21137.452965710967,16967.09973170052
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Number,2004,235362691.84660956,261137422.32559896,213188704.67424983
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Percent,2004,0.8034042024139376,0.810812156980291,0.7955206401043122
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Non-communicable diseases,Rate,2004,28633.846966819227,31769.55926835673,25936.195311172138
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Number,2005,1315819086.4850419,1480266767.2584941,1178677111.7008274
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Percent,2005,0.5113240601248213,0.5310097087995891,0.491674190723294
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Rate,2005,19943.950351800653,22436.493904710867,17865.281054222134
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Number,2005,157696894.5692589,176784244.05676332,140824645.21463254
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Percent,2005,0.23857063523053706,0.25660812693575225,0.22077561339251528
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Rate,2005,17019.286255393148,19079.270161048924,15198.364909268328
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Number,2004,158457874.1303874,166391966.83792427,149851838.16870663
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Percent,2004,0.11563736789817053,0.12136728184982672,0.10962579170108915
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Rate,2004,4074.091642033596,4278.084160324595,3852.8228702862652
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2004,20334645.265653662,22269361.202579346,18756125.347914536
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2004,0.0694732978839875,0.07347708739848474,0.06531717414170013
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2004,2473.8802742821777,2709.2547069399257,2281.8400770699727
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2005,993153728.129346,1034479170.1629592,957123757.139769
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2005,0.38652161042921396,0.4036923259237892,0.3693948946178796
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2005,15053.291785293293,15679.664037109662,14507.183311891764
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Number,2005,33050933.33346852,34952386.11606168,31529028.231963225
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Percent,2005,0.13408511212586735,0.14219224504795527,0.1260899093966986
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Rate,2005,3759.6056318936867,3975.8994508333817,3586.486073268908
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Number,2005,151144488.04538932,159399826.90663618,142157890.92056617
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Percent,2005,0.11122621825751682,0.11685919624395266,0.10531468685674135
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Rate,2005,3839.0235851019297,4048.7066572482177,3610.766777604954
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Number,2005,175045641.00603038,198494358.9144723,154422768.90608433
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Percent,2005,0.7086163540235862,0.7248278756545364,0.6913563561360648
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Rate,2005,19911.769847004434,22579.105471683844,17565.879481050182
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Number,2005,37238279.700856216,41164763.866711825,33977287.46177344
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Percent,2005,0.1260817044223534,0.13105043064832303,0.121679846690013
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Rate,2005,4521.785212932644,4998.571954495569,4125.808100009418
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2006,455183604.12584496,479008886.5748952,432935295.7108405
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2006,0.3381329253966341,0.35426501765459034,0.32319274663722036
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2006,11424.118893287174,12022.081686535865,10865.73471994761
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Number,2006,176986773.16666895,200784193.79307255,156002878.6822073
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Percent,2006,0.7134632079170132,0.7293674172434441,0.6965738578749976
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Non-communicable diseases,Rate,2006,19889.15667470432,22563.427857933722,17531.059752659756
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2006,970298915.437328,1010260488.3832675,934108708.7061121
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2006,0.38092922505172216,0.39827622833988324,0.36335070431718836
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2006,14521.72030682907,15119.794545714854,13980.08921600159
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2005,20092312.732519332,21972481.56420897,18534359.97197545
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2005,0.06806363442309293,0.07198679542877623,0.06405472056428742
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2005,2439.7776518509595,2668.0835695584183,2250.597920357806
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Number,2006,35271364.415623374,39273371.077851325,32102112.60750682
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Percent,2006,0.12243276357399689,0.12748811229730775,0.11814702185827333
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,Injuries,Rate,2006,4274.281845868468,4759.256121936694,3890.223114576006
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Number,2007,254969740.27963042,270523518.74843866,240111988.88591143
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Percent,2007,0.10054098795199953,0.10420451953366872,0.09671095223262166
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Injuries,Rate,2007,3767.144648616339,3996.949696306603,3547.623310155015
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Number,2007,146575886.50173447,155236311.0878821,137659721.42051303
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Percent,2007,0.10928891460623356,0.11478776486633278,0.10339118642115606
DALYs (Disability-Adjusted Life Years),Asia,Both,All Ages,Injuries,Rate,2007,3634.3305025149807,3849.064630954276,3413.255320958712
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2007,18814563.61222494,20651452.313279647,17174803.66872233
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Percent,2007,0.06602544074082434,0.07000676641342538,0.06198876775915417
DALYs (Disability-Adjusted Life Years),Europe,Both,All Ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2007,2274.5118256523187,2496.5751782267753,2076.2795700657857
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Number,2007,33287430.00937501,35258688.49454534,31675247.43328134
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Percent,2007,0.1336687580960089,0.14187207782197264,0.12568337396315007
DALYs (Disability-Adjusted Life Years),America,Both,All Ages,Injuries,Rate,2007,3695.7637091751676,3914.624269117595,3516.7698410509715
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Number,2006,160774838.79664442,179949889.3089107,143883420.2212848
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Percent,2006,0.24437269316957475,0.2625286289516541,0.2267128193031321
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Non-communicable diseases,Rate,2006,16910.17152564764,18926.98830868613,15133.545359770225
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Number,2007,39847068.595898435,42555112.27684967,36825866.688366964
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Percent,2007,0.06113129183823026,0.06484485331526625,0.05712621607933349
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Rate,2007,4084.116138242797,4361.676452970133,3774.458743050888
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Number,2005,40093913.12417184,42881034.230675325,36880957.17424279
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Percent,2005,0.060702099097068835,0.06454517597582761,0.056263701281989
DALYs (Disability-Adjusted Life Years),Africa,Both,All Ages,Injuries,Rate,2005,4327.097159541429,4627.894534591818,3980.34196701102
DALYs (Disability-Adjusted Life Years),Global,Both,All Ages,Non-communicable diseases,Number,2006,1322652511.4125054,1489227226.9766357,1182675741.4072819
